BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,7.852515211861048,20030930,302603,416287,MAINE,32689.0,UNION TRUST CO,ELLSWORTH,,9,72.6909559991064,19070101,383598,9_20030930
SM,7.5757569623363565,20030930,14517669,74100054,MASSACHUSETTS,5613640.0,STATE STREET BANK&TRUST CO,BOSTON,99991231.0,14,58.782942317423945,17920101,68486414,14_20030930
SM,7.094442982931246,20030930,415687,516968,ALABAMA,36676.0,AUBURNBANK,AUBURN,99991231.0,35,80.40865198619643,19070103,480292,35_20030930
NM,10.81937209629734,20030930,170441,213090,ALABAMA,23055.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231.0,39,79.98545215636585,18700101,190035,39_20030930
NM,13.536818209814083,20030930,88348,113653,ALABAMA,15385.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231.0,41,77.73485961655213,19040504,98268,41_20030930
NM,8.142945237414832,20030930,121231,132974,ALABAMA,10828.0,MERCHANTS BANK,HANCEVILLE,20220105.0,46,91.1689503211154,19070101,122146,46_20030930
NM,11.774564685191484,20030930,258893,326373,ALABAMA,38429.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701.0,47,79.32427008361599,19060106,287944,47_20030930
NM,7.052325993060965,20030930,26053,28246,ALABAMA,1992.0,BANK OF EVERGREEN,EVERGREEN,99991231.0,49,92.23606882390428,19320901,26254,49_20030930
NM,8.308486168749772,20030930,65301,82169,ALABAMA,6827.0,COMMUNITY SPIRIT BANK,RED BAY,99991231.0,50,79.47157687205637,19080317,75342,50_20030930
NM,8.902671571932123,20030930,82046,103834,ALABAMA,9244.0,BANK OF VERNON,VERNON,99991231.0,51,79.01650711712927,19111111,94590,51_20030930
NM,17.223530340300705,20030930,95038,152042,ALABAMA,26187.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231.0,52,62.50772812775417,19200522,125855,52_20030930
NM,7.693877918600394,20030930,152490,166561,ALABAMA,12815.0,PEOPLES COMMUNITY BANK,COLUMBIA,20050413.0,53,91.5520439958934,19121021,153746,53_20030930
NM,10.759751530609398,20030930,145735,179177,ALABAMA,19279.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231.0,54,81.33577412279477,19090310,159898,54_20030930
NM,9.10783784287071,20030930,440277,537010,ALABAMA,48910.0,COMMUNITY BANK,BLOUNTSVILLE,20061107.0,57,81.98674140146366,19230723,488100,57_20030930
NM,9.98087554641296,20030930,195413,248896,ALABAMA,24842.0,UNITED BANK,ATMORE,99991231.0,58,78.51190858832605,19040104,224054,58_20030930
NM,15.25916754299671,20030930,99615,117916,ALABAMA,17993.0,CITIZENS BANK,GENEVA,20130101.0,59,84.47962956681027,19010101,99923,59_20030930
NM,13.64411839972703,20030930,98586,117230,ALABAMA,15995.0,BANKTRUST OF BREWTON,BREWTON,20031101.0,60,84.09622110381302,19120205,101235,60_20030930
NM,15.883545564487445,20030930,46695,56228,ALABAMA,8931.0,PEACHTREE BANK,MAPLESVILLE,20140228.0,68,83.04581347371416,19190919,47297,68_20030930
NM,9.26396980388939,20030930,54968,60935,ALABAMA,5645.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,99991231.0,70,90.20759826044146,19070823,55290,70_20030930
SM,13.160140562248996,20030930,103199,119520,ALABAMA,15729.0,CENTRAL STATE BANK,CALERA,99991231.0,72,86.34454484605088,19160205,103791,72_20030930
NM,12.413171751876611,20030930,135443,214216,ALABAMA,26591.0,BANKSOUTH,DOTHAN,99991231.0,77,63.227303282667954,19280101,187625,77_20030930
SM,14.915503306392358,20030930,97535,121129,ARKANSAS,18067.0,WARREN BANK&TRUST CO,WARREN,99991231.0,81,80.5215926821818,19011231,103062,81_20030930
NM,11.252306881096757,20030930,32825,37930,ARKANSAS,4268.0,CALHOUN COUNTY BANK,HAMPTON,99991231.0,88,86.5409965726338,19071008,33662,88_20030930
NM,9.983262774441272,20030930,78364,91413,ARKANSAS,9126.0,FIRST BANK OF SOUTH ARKANSAS,CAMDEN,99991231.0,89,85.72522507739599,19330818,82287,89_20030930
NM,9.266773070784378,20030930,140235,156009,ARKANSAS,14457.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,99991231.0,90,89.88904486279637,19130101,141552,90_20030930
SM,10.343384727338883,20030930,96509,109935,ARKANSAS,11371.0,ALLIED BANK,MULBERRY,20160923.0,91,87.78732887615409,19020304,98564,91_20030930
