BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,5.424934370401967,19930331,5422975,17798372,MASSACHUSETTS,965550,STATE STREET BANK&TRUST CO,BOSTON,99991231,14,58.13138415131451,17920101,16832822,14_19930331
NM,86.9891008174387,19930331,100,4404,MASSACHUSETTS,3831,EASTERN BANK&TRUST CO,SALEM,20021122,28,2.2706630336058127,18030101,573,28_19930331
NM,9.534289676644867,19930331,300512,364862,ARKANSAS,34787,BANK OF BENTONVILLE,BENTONVILLE,20020307,100,82.36319485175217,19310225,330075,100_19930331
NM,7.789354312849954,19930331,51572,56436,ARKANSAS,4396,BANK OF PRESCOTT,PRESCOTT,20191109,101,91.38138776667375,19040810,52040,101_19930331
NM,7.094471828033133,19930331,97463,107323,ARKANSAS,7614,SECURITY BANK,PARAGOULD,19960201,102,90.81278011237107,19310205,99709,102_19930331
SM,9.612478592296585,19930331,53532,59558,ARKANSAS,5725,RIVER VALLEY BANK&TRUST,LAVACA,19990604,103,89.88213170354949,19100505,53833,103_19930331
NM,8.443662856425073,19930331,35843,39805,ARKANSAS,3361,COMMERCIAL BANK AT ALMA,ALMA,19991022,104,90.04647657329481,19090101,36444,104_19930331
NM,8.297295738914837,19930331,31505,34686,ARKANSAS,2878,BANK OF CAVE CITY,CAVE CITY,99991231,105,90.82915297238078,19060701,31808,105_19930331
NM,8.879883542510917,19930331,23049,25417,ARKANSAS,2257,MERCHANTS&PLANTERS BANK,CLARENDON,99991231,107,90.68340087343117,18900101,23160,107_19930331
NM,8.628749513050254,19930331,31956,35938,ARKANSAS,3101,BANK OF ELKINS,ELKINS,20081124,108,88.91980633312929,19120601,32837,108_19930331
NM,9.427425237053246,19930331,29609,32904,ARKANSAS,3102,HORATIO STATE BANK,HORATIO,99991231,109,89.9860199367858,19050505,29802,109_19930331
NM,7.542130056820941,19930331,37792,41182,ARKANSAS,3106,NEWTON COUNTY BANK,JASPER,99991231,110,91.76824826380458,19030303,38076,110_19930331
NM,9.312997022525474,19930331,677167,750972,CALIFORNIA,69938,SANTA MONICA BANK,SANTA MONICA,19980127,114,90.17207033018542,19280203,681034,114_19930331
NM,7.014736020298624,19930331,47266,51235,FLORIDA,3594,BANK OF MADISON COUNTY,MADISON,19951229,127,92.25334244169025,19050805,47641,127_19930331
NM,12.348778981965976,19930331,474482,555561,FLORIDA,68605,PEOPLES BANK OF LAKELAND,LAKELAND,19960123,130,85.4059230219544,19310219,486956,130_19930331
N,7.511901993862248,19930331,549053,606411,FLORIDA,45553,FIRST NB&T CO TREASURE COAST,STUART,99991231,131,90.54139849046274,19330101,560858,131_19930331
SM,7.225280426882648,19930331,1493124,1700889,FLORIDA,122894,SUN BANK OF TAMPA BAY,TAMPA,20000101,132,87.78491718154447,19140701,1577995,132_19930331
NM,10.151560332421464,19930331,68932,77131,FLORIDA,7830,PERKINS STATE BANK,WILLISTON,20130118,134,89.37003280133798,19130801,69301,134_19930331
SM,10.146794901293084,19930331,38569,43462,FLORIDA,4410,FIRST BANK OF CRESTVIEW,CRESTVIEW,19950922,138,88.74188946666052,19180101,39052,138_19930331
SM,7.419071801105839,19930331,356859,408016,FLORIDA,30271,BARNETT BANK OF WEST FLORIDA,PENSACOLA,19960629,144,87.46201129367476,19140703,377745,144_19930331
NM,7.673220531241139,19930331,580765,634740,FLORIDA,48705,SUN BANK&TRUST CO,BROOKSVILLE,19950512,145,91.49651825944481,19050608,586035,145_19930331
NM,8.25616354616666,19930331,387972,440047,FLORIDA,36331,SUN BANK WEST FLORIDA,PENSACOLA,20000101,146,88.16603680970442,19321231,403716,146_19930331
NM,10.922019241606131,19930331,86322,97601,GEORGIA,10660,CENTURY BANK&TRUST,MILLEDGEVILLE,99991231,147,88.44376594502106,18980101,86941,147_19930331
NM,9.142693131388956,19930331,40789,45293,GEORGIA,4141,BANK OF MADISON,MADISON,99991231,148,90.05585852118429,18900101,41152,148_19930331
NM,8.686452027642364,19930331,33364,37334,GEORGIA,3243,BANK OF HAZLEHURST,HAZLEHURST,99991231,149,89.36626131676219,19060101,34091,149_19930331
NM,8.982807446080338,19930331,133013,149018,GEORGIA,13386,HABERSHAM BANK,CLARKESVILLE,20110218,151,89.25968674925177,19040513,135632,151_19930331
