BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,5.555833045155074,19970630,11082135,36097449,MASSACHUSETTS,2005514.0,STATE STREET BANK&TRUST CO,BOSTON,99991231,14,68.96280122177055,17920101,34091935,14_19970630
NM,86.01008282319049,19970630,100,22216,MASSACHUSETTS,19108.0,EASTERN BANK&TRUST CO,SALEM,20021122,28,0.45012603528988115,18030101,3108,28_19970630
SM,8.580115512842585,19970630,220105,255556,ALABAMA,21927.0,AUBURNBANK,AUBURN,99991231,35,86.12789369061967,19070103,233629,35_19970630
NM,10.251725693143857,19970630,113350,130817,ALABAMA,13411.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231,39,86.6477598477262,18700101,117406,39_19970630
NM,12.015851988234502,19970630,78064,89074,ALABAMA,10703.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231,41,87.63949076049128,19040504,78371,41_19970630
NM,14.915227127319259,19970630,10552,12504,ALABAMA,1865.0,BANK OF BERRY,BERRY,20020401,43,84.38899552143315,19110101,10639,43_19970630
NM,12.240806830502349,19970630,148804,177088,ALABAMA,21677.0,JACOBS BANK,SCOTTSBORO,19991105,45,84.0282797253343,19090101,155411,45_19970630
NM,6.401736516947737,19970630,82169,89835,ALABAMA,5751.0,MERCHANTS BANK,HANCEVILLE,20220105,46,91.4665776145155,19070101,84084,46_19970630
NM,9.972345462865329,19970630,224607,251315,ALABAMA,25062.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701,47,89.37269960010346,19060106,226253,47_19970630
NM,10.436507936507937,19970630,11042,12600,ALABAMA,1315.0,BANK OF EVERGREEN,EVERGREEN,99991231,49,87.63492063492063,19320901,11285,49_19970630
NM,9.632935124498365,19970630,54723,64539,ALABAMA,6217.0,COMMUNITY SPIRIT BANK,RED BAY,99991231,50,84.79059173522985,19080317,58322,50_19970630
NM,10.509638674143137,19970630,53312,60278,ALABAMA,6335.0,BANK OF VERNON,VERNON,99991231,51,88.4435449085902,19111111,53943,51_19970630
NM,15.188716842115497,19970630,75551,102879,ALABAMA,15626.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231,52,73.4367558005035,19200522,87253,52_19970630
NM,6.19408002482459,19970630,107729,116014,ALABAMA,7186.0,PEOPLES COMMUNITY BANK,COLUMBIA,20050413,53,92.8586205113176,19121021,108828,53_19970630
NM,10.087380920434724,19970630,100315,119248,ALABAMA,12029.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231,54,84.12300415939889,19090310,107219,54_19970630
NM,7.540756942726409,19970630,392778,432503,ALABAMA,32614.0,COMMUNITY BANK,BLOUNTSVILLE,20061107,57,90.81509261207437,19230723,399889,57_19970630
NM,8.899147773582937,19970630,128494,153363,ALABAMA,13648.0,UNITED BANK,ATMORE,99991231,58,83.78422435659188,19040104,139715,58_19970630
NM,13.94965574490942,19970630,70152,81916,ALABAMA,11427.0,CITIZENS BANK,GENEVA,20130101,59,85.63894721421944,19010101,70489,59_19970630
N,12.661320754716982,19970630,88778,106000,ALABAMA,13421.0,FIRST NATIONAL BANK,BREWTON,20031101,60,83.75283018867925,19120205,92579,60_19970630
NM,16.21249234537661,19970630,16317,19596,ALABAMA,3177.0,BANK OF PARRISH,PARRISH,20020509,63,83.26699326393141,19190519,16419,63_19970630
NM,10.830290672862631,19970630,37218,42178,ALABAMA,4568.0,COMMERCIAL BK OF ROANOKE AL,ROANOKE,19981019,64,88.24031485608612,19310512,37610,64_19970630
SM,8.654601854959589,19970630,419041,479687,ARKANSAS,41515.0,BANK OF BENTONVILLE,BENTONVILLE,20020307,100,87.3571724895609,19310225,438172,100_19970630
NM,8.93307515824072,19970630,55696,61457,ARKANSAS,5490.0,BANK OF PRESCOTT,PRESCOTT,20191109,101,90.62596612265487,19040810,55967,101_19970630
SM,10.57239237524095,19970630,66250,74704,ARKANSAS,7898.0,RIVER VALLEY BANK&TRUST,LAVACA,19990604,103,88.68333690297709,19100505,66806,103_19970630
NM,10.303462585916224,19970630,54754,61688,ARKANSAS,6356.0,COMMERCIAL BANK AT ALMA,ALMA,19991022,104,88.75956425885099,19090101,55332,104_19970630
NM,7.775364694312407,19970630,44607,48808,ARKANSAS,3795.0,BANK OF CAVE CITY,CAVE CITY,99991231,105,91.39280445828553,19060701,45013,105_19970630
NM,10.775159330072624,19970630,23564,26988,ARKANSAS,2908.0,MERCHANTS&PLANTERS BANK,CLARENDON,99991231,107,87.31287979842894,18900101,24080,107_19970630
NM,8.175445085150379,19970630,52595,59483,ARKANSAS,4863.0,BANK OF ELKINS,ELKINS,20081124,108,88.42022090345141,19120601,54620,108_19970630
