BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,5.613895851409125,19980930,9557938,46262383,MASSACHUSETTS,2597122.0,STATE STREET BANK&TRUST CO,BOSTON,99991231,14,60.54377268027892,17920101,43665261,14_19980930
NM,58.22772748928061,19980930,100,10495,MASSACHUSETTS,6111.0,EASTERN BANK&TRUST CO,SALEM,20021122,28,0.9528346831824679,18030101,4384,28_19980930
SM,8.9689520268583,19980930,223143,288328,ALABAMA,25860.0,AUBURNBANK,AUBURN,99991231,35,77.3920673677201,19070103,262468,35_19980930
NM,10.499578385701055,19980930,123509,144682,ALABAMA,15191.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231,39,85.36583680070777,18700101,129491,39_19980930
NM,13.950685645418718,19980930,78511,92103,ALABAMA,12849.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231,41,85.2426088183881,19040504,79254,41_19980930
NM,16.118205631958087,19980930,10142,12216,ALABAMA,1969.0,BANK OF BERRY,BERRY,20020401,43,83.02226588081206,19110101,10247,43_19980930
NM,13.274110987731225,19980930,153502,184615,ALABAMA,24506.0,JACOBS BANK,SCOTTSBORO,19991105,45,83.14708988977061,19090101,160109,45_19980930
NM,6.834067848723993,19980930,89307,97570,ALABAMA,6668.0,MERCHANTS BANK,HANCEVILLE,20220105,46,91.5312083632264,19070101,90902,46_19980930
NM,10.45980003593047,19980930,241560,272749,ALABAMA,28529.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701,47,88.56494432610202,19060106,244220,47_19980930
NM,9.594869189738379,19980930,13932,15748,ALABAMA,1511.0,BANK OF EVERGREEN,EVERGREEN,99991231,49,88.46837693675388,19320901,14237,49_19980930
NM,8.382950342569575,19980930,72608,82465,ALABAMA,6913.0,COMMUNITY SPIRIT BANK,RED BAY,99991231,50,88.04705026374826,19080317,75552,50_19980930
NM,10.285407330967896,19980930,59004,70741,ALABAMA,7276.0,BANK OF VERNON,VERNON,99991231,51,83.40849012595241,19111111,63465,51_19980930
NM,18.43668165423193,19980930,80131,101195,ALABAMA,18657.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231,52,79.18474232916645,19200522,82538,52_19980930
NM,7.453929608685156,19980930,124829,136693,ALABAMA,10189.0,PEOPLES COMMUNITY BANK,COLUMBIA,20050413,53,91.32069674379815,19121021,126504,53_19980930
