BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,7.724910433352897,20080331,33581503,147472027,MASSACHUSETTS,11392082.0,STATE STREET BANK&TRUST CO,BOSTON,99991231,14,72.78679094849629,17920101,136079945,14_20080331
SM,8.06029520967506,20080331,538522,724502,ALABAMA,58397.0,AUBURNBANK,AUBURN,99991231,35,74.32995354050092,19070103,666105,35_20080331
NM,9.975764810142609,20080331,192065,221166,ALABAMA,22063.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231,39,86.84201007388116,18700101,199103,39_20080331
NM,12.768007306505686,20080331,125613,179566,ALABAMA,22927.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231,41,69.95366606150385,19040504,156639,41_20080331
NM,6.9778186714896675,20080331,211897,253231,ALABAMA,17670.0,MERCHANTS BANK OF ALABAMA,CULLMAN,20220105,46,83.67735387847459,19070101,235561,46_20080331
NM,10.962715334189951,20080331,296432,367336,ALABAMA,40270.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701,47,80.69778077836095,19060106,327066,47_20080331
NM,7.354111255086498,20080331,38847,43989,ALABAMA,3235.0,BANK OF EVERGREEN,EVERGREEN,99991231,49,88.3107140421469,19320901,40754,49_20080331
NM,7.617069999417804,20080331,83034,103058,ALABAMA,7850.0,COMMUNITY SPIRIT BANK,RED BAY,99991231,50,80.5701643734596,19080317,95208,50_20080331
NM,10.421213666496685,20080331,161880,196100,ALABAMA,20436.0,BANK OF VERNON,VERNON,99991231,51,82.5497195308516,19111111,175664,51_20080331
NM,15.771978994289432,20080331,105458,209086,ALABAMA,32977.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231,52,50.437618970184516,19200522,176109,52_20080331
NM,11.529861155818795,20080331,193016,232995,ALABAMA,26864.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231,54,82.84126268804052,19090310,206131,54_20080331
NM,8.58485529468731,20080331,344954,483258,ALABAMA,41487.0,UNITED BANK,ATMORE,99991231,58,71.38091868111857,19040104,441771,58_20080331
NM,16.22965088604496,20080331,122463,147058,ALABAMA,23867.0,CITIZENS BANK,GENEVA,20130101,59,83.27530634171552,19010101,123191,59_20080331
NM,18.013691777787304,20080331,54950,69969,ALABAMA,12604.0,PEACHTREE BANK,MAPLESVILLE,20140228,68,78.53477968814761,19190919,57365,68_20080331
NM,12.096413075367106,20080331,56658,64763,ALABAMA,7834.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,99991231,70,87.48513811898769,19070823,56929,70_20080331
SM,11.994568497284249,20080331,140529,165700,ALABAMA,19875.0,CENTRAL STATE BANK,CALERA,99991231,72,84.80929390464695,19160205,145825,72_20080331
NM,13.96247926587259,20080331,161608,233311,ALABAMA,32576.0,BANKSOUTH,DOTHAN,99991231,77,69.26720128926625,19280101,200735,77_20080331
SM,11.90782498056125,20080331,106227,141470,ARKANSAS,16846.0,WARREN BANK&TRUST CO,WARREN,99991231,81,75.08800452392734,19011231,124624,81_20080331
NM,11.847170018825569,20080331,133577,154577,ARKANSAS,18313.0,CALHOUN COUNTY BANK,HAMPTON,99991231,88,86.41453773847338,19071008,136264,88_20080331
NM,11.92856661647345,20080331,442632,549211,ARKANSAS,65513.0,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE,99991231,89,80.59416144250571,19330818,483698,89_20080331
NM,8.615497235617827,20080331,140863,155731,ARKANSAS,13417.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,99991231,90,90.45276791390282,19130101,142314,90_20080331
SM,10.619026980967144,20080331,120909,136133,ARKANSAS,14456.0,ALLIED BANK,MULBERRY,20160923,91,88.81681884627534,19020304,121677,91_20080331
NM,9.49425844541293,20080331,192682,218669,ARKANSAS,20761.0,DELTA TRUST&BANK,PARKDALE,20141025,92,88.11582803232282,19100201,197908,92_20080331
NM,7.4959481361426255,20080331,43825,54296,ARKANSAS,4070.0,RIVERSIDE BANK,SPARKMAN,99991231,93,80.7149697951967,19160101,50226,93_20080331
NM,10.86431811564939,20080331,94169,106477,ARKANSAS,11568.0,FIRST STATE BANK OF WARREN,WARREN,99991231,94,88.44069611277553,18900101,94909,94_20080331
NM,17.447317782888252,20080331,69859,85228,ARKANSAS,14870.0,BANK OF DELIGHT,DELIGHT,99991231,99,81.96719387994555,19110616,70358,99_20080331
NM,12.839576780097225,20080331,59752,69940,ARKANSAS,8980.0,BANK OF PRESCOTT,PRESCOTT,20191109,101,85.43322848155562,19040810,60960,101_20080331
NM,10.365000765735873,20080331,76734,97945,ARKANSAS,10152.0,BANK OF CAVE CITY,CAVE CITY,99991231,105,78.34396855378019,19060701,87793,105_20080331
NM,10.959741992882563,20080331,31764,35968,ARKANSAS,3942.0,MERCHANTS&PLANTERS BANK,CLARENDON,99991231,107,88.31183274021353,18900101,32025,107_20080331
NM,13.471659205174793,20080331,221391,297751,ARKANSAS,40112.0,CHAMBERS BANK OF NORTH AR,FAYETTEVILLE,20081124,108,74.35441022868102,19120601,257639,108_20080331
NM,11.413953379462143,20080331,75344,85413,ARKANSAS,9749.0,HORATIO STATE BANK,HORATIO,99991231,109,88.21139639164998,19050505,75664,109_20080331
NM,8.518818105891715,20080331,2209214,3041220,ARKANSAS,259076.0,BANK OF THE OZARKS,LITTLE ROCK,99991231,110,72.64236063158864,19030303,2782144,110_20080331
N,11.070311454569785,20080331,1945747,2391360,FLORIDA,264731.0,SEACOAST NATIONAL BANK,STUART,99991231,131,81.36570821624515,19330101,2126629,131_20080331
NM,9.55180054796913,20080331,158271,183222,FLORIDA,17501.0,PERKINS STATE BANK,WILLISTON,20130118,134,86.38209385335823,19130801,165721,134_20080331
NM,12.893685216900867,20080331,125099,145389,GEORGIA,18746.0,CENTURY BANK&TRUST,MILLEDGEVILLE,99991231,147,86.0443362290132,18980101,126643,147_20080331
NM,11.913200065133475,20080331,171092,208802,GEORGIA,24875.0,BANK OF MADISON,MADISON,99991231,148,81.9398281625655,18900101,183927,148_20080331
