BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,5.7164178857043755,19960930,8283786,28350709,MASSACHUSETTS,1620645.0,STATE STREET BANK&TRUST CO,BOSTON,99991231,14,62.05487841591545,17920101,26730064,14_19960930
NM,12.161893328760076,19960930,125600,145775,MASSACHUSETTS,17729.0,EASTERN BANK&TRUST CO,SALEM,20021122,28,86.1601783570571,18030101,128046,28_19960930
SM,7.811579433448513,19960930,209132,251204,ALABAMA,19623.0,AUBURNBANK,AUBURN,99991231,35,83.25185904683046,19070103,231581,35_19960930
NM,9.893881165883823,19960930,112994,126462,ALABAMA,12512.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231,39,89.35016052252851,18700101,113950,39_19960930
NM,11.61778242157375,19960930,70641,80394,ALABAMA,9340.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231,41,87.8684976490783,19040504,71054,41_19960930
NM,14.765044654035556,19960930,10116,11981,ALABAMA,1769.0,BANK OF BERRY,BERRY,20020401,43,84.43368667056173,19110101,10212,43_19960930
NM,11.087551454290496,19960930,148942,176856,ALABAMA,19609.0,JACOBS BANK,SCOTTSBORO,19991105,45,84.21653774822454,19090101,157247,45_19960930
NM,6.963982576884105,19960930,68587,75991,ALABAMA,5292.0,MERCHANTS BANK,HANCEVILLE,20220105,46,90.25674092984696,19070101,70699,46_19960930
NM,9.534417185606218,19960930,214748,239270,ALABAMA,22813.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701,47,89.75132695281481,19060106,216457,47_19960930
NM,9.994451929935801,19960930,11195,12617,ALABAMA,1261.0,BANK OF EVERGREEN,EVERGREEN,99991231,49,88.72949195529841,19320901,11356,49_19960930
NM,9.304459533859424,19960930,49760,59939,ALABAMA,5577.0,BANK OF RED BAY,RED BAY,99991231,50,83.01773469694189,19080317,54362,50_19960930
NM,9.815504400812458,19960930,52801,59080,ALABAMA,5799.0,BANK OF VERNON,VERNON,99991231,51,89.37203791469194,19111111,53281,51_19960930
NM,13.637278582930756,19960930,76146,99360,ALABAMA,13550.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231,52,76.63647342995169,19200522,85810,52_19960930
NM,6.851673323233714,19960930,80128,87132,ALABAMA,5970.0,PEOPLES COMMUNITY BANK,COLUMBIA,20050413,53,91.96162144791809,19121021,81162,53_19960930
NM,9.155473086144045,19960930,96574,121796,ALABAMA,11151.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231,54,79.29160235147296,19090310,110645,54_19960930
