BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,7.1628320716079354,20061231,347993,539605,MAINE,38651.0,UNION TRUST CO,ELLSWORTH,,9,64.49032162415101,19070101,500954,9_20061231
SM,7.029027967108095,20061231,11189447,96295548,MASSACHUSETTS,6768641.0,STATE STREET BANK&TRUST CO,BOSTON,99991231.0,14,69.120603581798,17920101,89526907,14_20061231
SM,8.015455520303163,20061231,470971,632266,ALABAMA,50679.0,AUBURNBANK,AUBURN,99991231.0,35,74.48937630680757,19070103,581587,35_20061231
NM,10.063080218995477,20061231,184391,218452,ALABAMA,21983.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231.0,39,84.40801640635014,18700101,196469,39_20061231
NM,12.280170398804312,20061231,101869,151879,ALABAMA,18651.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231.0,41,67.07247216534215,19040504,133228,41_20061231
NM,8.464836713916517,20061231,173835,204304,ALABAMA,17294.0,MERCHANTS BANK OF ALABAMA,CULLMAN,20220105.0,46,85.08643981517739,19070101,187010,46_20061231
NM,10.880805794730739,20061231,269501,357014,ALABAMA,38846.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701.0,47,75.48751589573519,19060106,318168,47_20061231
NM,6.804068260720747,20061231,36157,40902,ALABAMA,2783.0,BANK OF EVERGREEN,EVERGREEN,99991231.0,49,88.39910028849445,19320901,38120,49_20061231
NM,8.07808597344551,20061231,71671,91284,ALABAMA,7374.0,COMMUNITY SPIRIT BANK,RED BAY,99991231.0,50,78.5143069979405,19080317,83910,50_20061231
NM,11.18774520828648,20061231,130815,160068,ALABAMA,17908.0,BANK OF VERNON,VERNON,99991231.0,51,81.72464202713846,19111111,142160,51_20061231
NM,16.591288048038884,20061231,101897,183518,ALABAMA,30448.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231.0,52,55.52425375167559,19200522,153071,52_20061231
NM,11.872987959667011,20061231,161715,211539,ALABAMA,25116.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231.0,54,76.4468963169912,19090310,186423,54_20061231
NM,9.372391999474884,20061231,331871,426572,ALABAMA,39980.0,UNITED BANK,ATMORE,99991231.0,58,77.7995273951408,19040104,386592,58_20061231
NM,16.923631773510053,20061231,109550,133092,ALABAMA,22524.0,CITIZENS BANK,GENEVA,20130101.0,59,82.31148378565203,19010101,110568,59_20061231
NM,18.374305990702826,20061231,53870,68623,ALABAMA,12609.0,PEACHTREE BANK,MAPLESVILLE,20140228.0,68,78.50137708931409,19190919,56014,68_20061231
NM,12.44194819347808,20061231,52071,59645,ALABAMA,7421.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,99991231.0,70,87.30153407662,19070823,52224,70_20061231
SM,11.484760606118805,20061231,135426,156207,ALABAMA,17940.0,CENTRAL STATE BANK,CALERA,99991231.0,72,86.69649887649081,19160205,138267,72_20061231
NM,13.654749174764053,20061231,162568,236599,ALABAMA,32307.0,BANKSOUTH,DOTHAN,99991231.0,77,68.71034957882324,19280101,204292,77_20061231
SM,12.211876289959193,20061231,101169,126942,ARKANSAS,15502.0,WARREN BANK&TRUST CO,WARREN,99991231.0,81,79.6970269887035,19011231,111440,81_20061231
NM,11.405853631924934,20061231,126909,146644,ARKANSAS,16726.0,CALHOUN COUNTY BANK,HAMPTON,99991231.0,88,86.5422383459262,19071008,129918,88_20061231
NM,15.883963802119027,20061231,269393,342893,ARKANSAS,54465.0,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE,99991231.0,89,78.56474177075647,19330818,288428,89_20061231
NM,8.754668960397789,20061231,153372,169738,ARKANSAS,14860.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,99991231.0,90,90.35808127820523,19130101,154878,90_20061231
SM,10.172798445719554,20061231,107542,121471,ARKANSAS,12357.0,ALLIED BANK,MULBERRY,20160923.0,91,88.53306550534695,19020304,109114,91_20061231
NM,8.903655708132387,20061231,193864,217304,ARKANSAS,19348.0,DELTA TRUST&BANK,PARKDALE,20141025.0,92,89.21326804844826,19100201,197956,92_20061231
NM,7.775938528191609,20061231,38783,48933,ARKANSAS,3805.0,RIVERSIDE BANK,SPARKMAN,99991231.0,93,79.25735188931804,19160101,45128,93_20061231
NM,9.873531550147323,20061231,93357,104532,ARKANSAS,10321.0,FIRST STATE BANK OF WARREN,WARREN,99991231.0,94,89.30949374354265,18900101,94211,94_20061231
NM,17.120436208230483,20061231,67166,81429,ARKANSAS,13941.0,BANK OF DELIGHT,DELIGHT,99991231.0,99,82.48412727652311,19110616,67488,99_20061231
NM,12.048636698599854,20061231,58578,67850,ARKANSAS,8175.0,BANK OF PRESCOTT,PRESCOTT,20191109.0,101,86.33456153279293,19040810,59675,101_20061231
NM,8.618595612691058,20061231,86039,107036,ARKANSAS,9225.0,BANK OF CAVE CITY,CAVE CITY,99991231.0,105,80.3832355469188,19060701,97811,105_20061231
NM,12.025091344132958,20061231,27066,30927,ARKANSAS,3719.0,MERCHANTS&PLANTERS BANK,CLARENDON,99991231.0,107,87.51576292559899,18900101,27208,107_20061231
NM,11.110675666305918,20061231,254997,331717,ARKANSAS,36856.0,CHAMBERS BANK OF NORTH AR,FAYETTEVILLE,20081124.0,108,76.87185160844938,19120601,294861,108_20061231
NM,11.69230368469724,20061231,67557,76777,ARKANSAS,8977.0,HORATIO STATE BANK,HORATIO,99991231.0,109,87.9911952798364,19050505,67800,109_20061231
NM,7.821665036333981,20061231,2077260,2517891,ARKANSAS,196941.0,BANK OF THE OZARKS,LITTLE ROCK,99991231.0,110,82.49999702131664,19030303,2320950,110_20061231
N,10.887852854449816,20061231,1891030,2388166,FLORIDA,260020.0,SEACOAST NATIONAL BANK,STUART,99991231.0,131,79.1833566008393,19330101,2128146,131_20061231
NM,9.506335926415186,20061231,142634,163512,FLORIDA,15544.0,PERKINS STATE BANK,WILLISTON,20130118.0,134,87.231518176036,19130801,147968,134_20061231
NM,13.629276007064789,20061231,115692,135319,GEORGIA,18443.0,CENTURY BANK&TRUST,MILLEDGEVILLE,99991231.0,147,85.49575447645933,18980101,116876,147_20061231
NM,9.792840131554078,20061231,178708,211624,GEORGIA,20724.0,BANK OF MADISON,MADISON,99991231.0,148,84.44599856348997,18900101,190900,148_20061231
NM,15.687702559994174,20061231,68994,82383,GEORGIA,12924.0,BANK OF HAZLEHURST,HAZLEHURST,99991231.0,149,83.74786060230873,19060101,69459,149_20061231
NM,9.347129941486957,20061231,451375,554919,GEORGIA,51869.0,HABERSHAM BANK,CLARKESVILLE,20110218.0,151,81.34070017425967,19040513,503050,151_20061231
NM,11.40075681619716,20061231,81484,92757,GEORGIA,10575.0,BANK OF ALAPAHA,ALAPAHA,99991231.0,155,87.84673932964628,19050325,82182,155_20061231
NM,8.502371581390655,20061231,72274,79272,GEORGIA,6740.0,MONROE COUNTY BANK,FORSYTH,20140731.0,156,91.17216671712585,19081015,72532,156_20061231
