BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,7.588809680704486,20010630,245316,333860,MAINE,25336.0,UNION TRUST CO,ELLSWORTH,,9,73.4787036482358,19070101,308524,9_20010630
SM,6.002021015965984,20010630,12433631,65690723,MASSACHUSETTS,3942771.0,STATE STREET BANK&TRUST CO,BOSTON,99991231.0,14,61.749510657692106,17920101,61747952,14_20010630
NM,44.58061435619926,20010630,100,12566,MASSACHUSETTS,5602.0,EASTERN BANK&TRUST CO,SALEM,20021122.0,28,0.7957981855801368,18030101,6964,28_20010630
SM,7.312786799882839,20010630,343823,430178,ALABAMA,31458.0,AUBURNBANK,AUBURN,99991231.0,35,79.9257516655896,19070103,398720,35_20010630
NM,10.097136226883938,20010630,155895,194778,ALABAMA,19667.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231.0,39,80.03727320333918,18700101,175111,39_20010630
NM,13.53077330656181,20010630,86545,107577,ALABAMA,14556.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231.0,41,80.44935255677329,19040504,93021,41_20010630
NM,12.816955684007707,20010630,11215,12975,ALABAMA,1663.0,BANK OF BERRY,BERRY,20020401.0,43,86.4354527938343,19110101,11312,43_20010630
NM,6.924467979581403,20010630,120570,131057,ALABAMA,9075.0,MERCHANTS BANK,HANCEVILLE,20220105.0,46,91.99813821466995,19070101,121982,46_20010630
NM,10.084041581460914,20010630,257562,316391,ALABAMA,31905.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701.0,47,81.40623469062015,19060106,284486,47_20010630
NM,7.180254300673148,20010630,19930,22729,ALABAMA,1632.0,BANK OF EVERGREEN,EVERGREEN,99991231.0,49,87.6853359144705,19320901,21097,49_20010630
NM,6.099633213834262,20010630,80071,96514,ALABAMA,5887.0,COMMUNITY SPIRIT BANK,RED BAY,99991231.0,50,82.96309343722154,19080317,90627,50_20010630
NM,9.900062460961898,20010630,68803,83252,ALABAMA,8242.0,BANK OF VERNON,VERNON,99991231.0,51,82.64426079853936,19111111,75010,51_20010630
NM,15.606071992184564,20010630,91191,133070,ALABAMA,20767.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231.0,52,68.52859397309686,19200522,112303,52_20010630
NM,8.745146601653703,20010630,140145,155046,ALABAMA,13559.0,PEOPLES COMMUNITY BANK,COLUMBIA,20050413.0,53,90.38930381951162,19121021,141487,53_20010630
NM,10.00478345659933,20010630,133781,163062,ALABAMA,16314.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231.0,54,82.04302657884732,19090310,146748,54_20010630
NM,7.115780782443348,20010630,617045,731529,ALABAMA,52054.0,COMMUNITY BANK,BLOUNTSVILLE,20061107.0,57,84.35003943794436,19230723,679475,57_20010630
NM,9.515604329383406,20010630,169220,212409,ALABAMA,20212.0,UNITED BANK,ATMORE,99991231.0,58,79.66705742223729,19040104,192197,58_20010630
NM,15.027922824136612,20010630,83861,99202,ALABAMA,14908.0,CITIZENS BANK,GENEVA,20130101.0,59,84.53559404044273,19010101,84294,59_20010630
N,13.499344692005241,20010630,97335,114450,ALABAMA,15450.0,FIRST NATIONAL BANK,BREWTON,20031101.0,60,85.04587155963303,19120205,99000,60_20010630
