BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ENDEFYMD,CERT,DEPR,ESTYMD,LIAB,ID
SM,10.274438318720083,20120331,39647109,183994204,MASSACHUSETTS,18904371.0,STATE STREET BANK&TRUST CO,BOSTON,99991231,14,74.138505471618,17920101,164859833,14_20120331
SM,9.512246718725569,20120331,642575,761061,ALABAMA,72394.0,AUBURNBANK,AUBURN,99991231,35,84.43147132752829,19070103,688667,35_20120331
NM,10.263031396120278,20120331,210823,251719,ALABAMA,25834.0,ROBERTSON BANKING CO,DEMOPOLIS,99991231,39,83.75331222513994,18700101,225885,39_20120331
NM,15.533348914478463,20120331,117293,158311,ALABAMA,24591.0,PHENIX-GIRARD BANK,PHENIX CITY,99991231,41,74.0902400970242,19040504,133720,41_20120331
NM,8.52711922742089,20120331,224921,246965,ALABAMA,21059.0,MERCHANTS BANK OF ALABAMA,CULLMAN,20220105,46,91.07403883141336,19070101,225906,46_20120331
NM,13.319379211762303,20120331,293137,372172,ALABAMA,49571.0,TRADERS&FARMERS BANK,HALEYVILLE,20200701,47,78.76385112259922,19060106,322601,47_20120331
NM,8.355646708065098,20120331,48024,52659,ALABAMA,4400.0,BANK OF EVERGREEN,EVERGREEN,99991231,49,91.19808579729961,19320901,48259,49_20120331
NM,8.61736981262214,20120331,122582,139184,ALABAMA,11994.0,COMMUNITY SPIRIT BANK,RED BAY,99991231,50,88.0719048166456,19080317,127190,50_20120331
NM,12.579203365321415,20120331,130072,152140,ALABAMA,19138.0,BANK OF VERNON,VERNON,99991231,51,85.4949388720915,19111111,133002,51_20120331
NM,20.77355785474901,20120331,129689,219014,ALABAMA,45497.0,CITIZENS BANK OF WINFIELD,WINFIELD,99991231,52,59.21493603148657,19200522,173517,52_20120331
NM,10.912333548087057,20120331,205795,234377,ALABAMA,25576.0,EXCHANGE BANK OF ALABAMA,ALTOONA,99991231,54,87.80511739633155,19090310,208801,54_20120331
NM,10.216456001793382,20120331,413776,463928,ALABAMA,47397.0,UNITED BANK,ATMORE,99991231,58,89.18970185028712,19040104,416531,58_20120331
NM,16.394604845713477,20120331,140999,169263,ALABAMA,27750.0,CITIZENS BANK,GENEVA,20130101,59,83.30172571678393,19010101,141513,59_20120331
NM,10.687683394778421,20120331,45169,53164,ALABAMA,5682.0,PEACHTREE BANK,MAPLESVILLE,20140228,68,84.96162816943796,19190919,47482,68_20120331
NM,13.878030953061938,20120331,54093,62934,ALABAMA,8734.0,PEOPLES EXC BK MONROE CNTY,MONROEVILLE,99991231,70,85.9519496615502,19070823,54200,70_20120331
SM,13.4711964549483,20120331,135699,159095,ALABAMA,21432.0,CENTRAL STATE BANK,CALERA,99991231,72,85.2943210031742,19160205,137663,72_20120331
NM,16.00445986641241,20120331,152683,191934,ALABAMA,30718.0,BANKSOUTH,DOTHAN,99991231,77,79.54974105682162,19280101,161216,77_20120331
