ZIP,BKCLASS,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
52033,NM,20201231,295868,364756,IOWA,42941.0,OHNWARD BANK&TRUST,CASCADE,332 1ST AVE. W.,99991231,10111,19030228,321815,10111_20201231
50219,NM,20201231,188129,224670,IOWA,24954.0,LEIGHTON STATE BANK,PELLA,900 WASHINGTON ST.,99991231,10118,19110714,199716,10118_20201231
52255,NM,20201231,28553,35484,IOWA,6052.0,AMERICAN TRUST&SAVINGS BANK,LOWDEN,309 MCKINLEY AVE.,99991231,10120,19131001,29432,10120_20201231
52747,NM,20201231,133837,167875,IOWA,33151.0,LIBERTY TRUST&SAVINGS BANK,DURANT,502 EIGHTH AVE.,99991231,10121,19050101,134724,10121_20201231
50675,NM,20201231,166822,195233,IOWA,18759.0,FARMERS SAVINGS BANK&TRUST,TRAER,611 2ND ST.,99991231,10122,19150101,176474,10122_20201231
52241,NM,20201231,47425,55732,IOWA,6529.0,FIRST TRUST&SAVINGS BANK,CORALVILLE,1831 2ND ST.,99991231,10123,19310415,49203,10123_20201231
52205,NM,20201231,132730,150310,IOWA,15340.0,CITIZENS SAVINGS BANK,ANAMOSA,215 E. MAIN ST.,99991231,10125,19061108,134970,10125_20201231
52537,NM,20201231,191136,216773,IOWA,24115.0,SUCCESS BANK,BLOOMFIELD,109 N. MADISON ST.,99991231,10127,19000101,192658,10127_20201231
50010,NM,20201231,106760,132356,IOWA,11888.0,EXCHANGE STATE BANK,AMES,823 WHEELER ST,99991231,10132,19020101,120468,10132_20201231
41143,NM,20201231,177117,205945,KENTUCKY,27635.0,COMMERCIAL BANK OF GRAYSON,GRAYSON,208 E. MAIN ST.,99991231,10137,18910101,178310,10137_20201231
42765,NM,20201231,24601,31289,KENTUCKY,6656.0,HART COUNTY BANK&TRUST CO,MUNFORDVILLE,331 MAIN ST.,99991231,10145,18900220,24633,10145_20201231
40207,NM,20201231,933642,1189137,KENTUCKY,116353.0,COMMONWEALTH BANK&TRUST CO,LOUISVILLE,"4350 BROWNSBORO RD, # 310",20220307,10146,18870101,1072784,10146_20201231
49455,NM,20201231,291440,332749,MICHIGAN,26557.0,SHELBY STATE BANK,SHELBY,242 N. MICHIGAN,99991231,10157,19100302,306192,10157_20201231
55003,NM,20201231,284494,321673,MINNESOTA,30631.0,FIRST STATE BANK&TRUST,BAYPORT,950 N. HWY. 95,99991231,10159,19140101,291042,10159_20201231
56340,N,20201231,84025,102791,MINNESOTA,17666.0,STEARNS BANK HOLDINGFORD NA,HOLDINGFORD,580 MAIN ST.,99991231,10160,19101010,85125,10160_20201231
55951,NM,20201231,73494,83037,MINNESOTA,8252.0,FIRST STATE BANK MINNESOTA,LE ROY,102 W. MAIN ST.,99991231,10162,18930601,74785,10162_20201231
55047,NM,20201231,157090,173813,MINNESOTA,16441.0,SECURITY STB OF MARINE,MARINE ON ST. CR,120 JUDD ST.,99991231,10163,19190512,157372,10163_20201231
56364,NM,20201231,251083,278586,MINNESOTA,27032.0,FARMERS&MERCHANTS STB PIERZ,PIERZ,80 MAIN ST. N,99991231,10165,19080101,251554,10165_20201231
56751,NM,20201231,226485,258658,MINNESOTA,31687.0,CITIZENS STB OF ROSEAU,ROSEAU,118 MAIN AVE. S.,99991231,10167,19050503,226971,10167_20201231
55009,NM,20201231,364805,417785,MINNESOTA,49978.0,FIRST FARMERS&MERCHANTS BANK,CANNON FALLS,920 4TH ST. S.,99991231,10168,19150621,367807,10168_20201231
55308,NM,20201231,171069,185991,MINNESOTA,14145.0,SHERBURNE STATE BANK,BECKER,12500 SHERBURNE AVE.,99991231,10169,19200907,171846,10169_20201231
56586,NM,20201231,73651,84655,MINNESOTA,7275.0,FARMERS STB OF UNDERWOOD,UNDERWOOD,110 MAIN ST S,99991231,10174,19151201,77379,10174_20201231
55746,NM,20201231,156069,171537,MINNESOTA,14531.0,SECURITY STB OF HIBBING,HIBBING,701 E. HOWARD ST.,99991231,10175,19110211,157006,10175_20201231
56252,NM,20201231,97195,126424,MINNESOTA,10694.0,FINANCIAL SECURITY BANK,KERKHOVEN,1011 ATLANTIC AVE,99991231,10176,19060101,115730,10176_20201231
56045,NM,20201231,99328,109287,MINNESOTA,9771.0,PRODUCE STATE BANK,HOLLANDALE,109 PARK AVE W,99991231,10178,19260802,99516,10178_20201231
56223,NM,20201231,127268,147712,MINNESOTA,13603.0,F&M BANK MINNESOTA,CLARKFIELD,940 10TH AVE,20210625,10184,19190128,134109,10184_20201231
56028,NM,20201231,50956,57565,MINNESOTA,6361.0,ELYSIAN BANK,ELYSIAN,121 E. MAIN ST.,99991231,10185,19070924,51203,10185_20201231
56644,NM,20201231,34195,40955,MINNESOTA,6720.0,NORTHERN STB OF GONVICK,GONVICK,283 MAIN ST.,99991231,10187,19280512,34235,10187_20201231
56281,NM,20201231,152477,177407,MINNESOTA,24619.0,PRINSBANK,PRINSBURG,508 3RD ST.,99991231,10191,19161014,152788,10191_20201231
56474,NM,20201231,135657,147152,MINNESOTA,11108.0,PINE RIVER STATE BANK,PINE RIVER,103 MILL ST.,99991231,10194,19180122,136044,10194_20201231
56716,NM,20201231,77339,90566,MINNESOTA,12838.0,NORTHERN SKY BANK,CROOKSTON,1901 SAHLSTROM DR.,20210320,10196,19160101,77728,10196_20201231
56323,NM,20201231,63017,70403,MINNESOTA,7249.0,HOMETOWN COMMUNITY BANK,CYRUS,100 E. MAIN ST.,99991231,10197,19011007,63153,10197_20201231
56145,NM,20201231,30245,34000,MINNESOTA,3685.0,STATE BANK OF JEFFERS,JEFFERS,104 E. WHITED ST.,99991231,10200,19000627,30315,10200_20201231
56349,NM,20201231,44402,58927,MINNESOTA,4918.0,LOWRY STATE BANK,LOWRY,400 FLORENCE AVE.,99991231,10202,18991004,54009,10202_20201231
56229,NM,20201231,51204,55450,MINNESOTA,4144.0,UNITED SOUTHWEST BANK,COTTONWOOD,111 W. MAIN ST.,20211210,10208,19160101,51306,10208_20201231
56035,NM,20201231,179955,224935,MINNESOTA,27370.0,COMMERCE BANK,GENEVA,101 CENTRAL AVE. S.,99991231,10212,19150101,197565,10212_20201231
55085,NM,20201231,616563,708185,MINNESOTA,90671.0,VERMILLION STATE BANK,VERMILLION,107 E MAIN ST.,99991231,10214,19180810,617514,10214_20201231
55350,NM,20201231,263566,291879,MINNESOTA,22283.0,CITIZENS BANK&TRUST CO,HUTCHINSON,102 MAIN ST. S.,99991231,10218,18860101,269596,10218_20201231
58257,NM,20201231,125124,138936,NORTH DAKOTA,13616.0,GOOSE RIVER BANK,MAYVILLE,44 MAIN ST. W.,99991231,10236,18811027,125320,10236_20201231
58632,NM,20201231,83070,92392,NORTH DAKOTA,9278.0,FIRST STATE BANK OF GOLVA,GOLVA,410 TERRELL AVE,99991231,10243,19140601,83114,10243_20201231
58854,NM,20201231,3623938,4165761,NORTH DAKOTA,367386.0,FIRST INTERNATIONAL B&T,WATFORD CITY,100 N. MAIN ST.,99991231,10248,19100501,3798375,10248_20201231
58346,NM,20201231,321447,356204,NORTH DAKOTA,33931.0,UNITED COMMUNITY BANK OF ND,LEEDS,105 CENTRAL AVE. S.,99991231,10249,19120101,322273,10249_20201231
58790,NM,20201231,114122,130035,NORTH DAKOTA,11982.0,PEOPLES STATE BANK OF VELVA,VELVA,101 N. MAIN,99991231,10250,19150101,118053,10250_20201231
58523,NM,20201231,62700,71769,NORTH DAKOTA,9054.0,FIRST SECURITY BANK WEST,BEULAH,100 E. MAIN ST.,99991231,10253,19150101,62715,10253_20201231
44861,NM,20201231,666996,728775,OHIO,57384.0,OLD FORT BANKING CO,OLD FORT,8034 MAIN ST,99991231,10255,19160116,671391,10255_20201231
45715,NM,20201231,241991,276650,OHIO,34126.0,CITIZENS BANK CO,BEVERLY,501 5TH ST.,99991231,10266,18630101,242524,10266_20201231
43724,NM,20201231,96449,114090,OHIO,17312.0,FARMERS&MERCHANTS BANK,CALDWELL,430 NORTH ST.,99991231,10280,19120120,96778,10280_20201231
38037,SM,20201231,47446,55360,TENNESSEE,6336.0,GATES BANKING&TRUST CO,GATES,WARDLAW &3RD ST.,99991231,10306,19040901,49024,10306_20201231
37402,NM,20201231,1052282,1191364,TENNESSEE,132359.0,FIRST VOLUNTEER BANK,CHATTANOOGA,728 BROAD ST.,99991231,10307,19040503,1059005,10307_20201231
38017,SM,20201231,643372,729599,TENNESSEE,67795.0,BANK OF FAYETTE COUNTY,PIPERTON,1265 HWY 57,99991231,10308,19050426,661804,10308_20201231
38040,SM,20201231,103804,116536,TENNESSEE,9994.0,BANK OF HALLS,HALLS,101 MAIN ST.,99991231,10315,18991013,106542,10315_20201231
37861,NM,20201231,204474,247697,TENNESSEE,40694.0,CITIZENS B&T GRAINGER CNTY,RUTLEDGE,8335 RUTLEDGE PIKE,99991231,10317,19191101,207003,10317_20201231
37862,NM,20201231,384900,424031,TENNESSEE,35551.0,SEVIER COUNTY BANK,SEVIERVILLE,111 E. MAIN ST.,20210901,10318,19090309,388480,10318_20201231
37208,NM,20201231,101168,111579,TENNESSEE,6995.0,CITIZENS SAVINGS B&T CO,NASHVILLE,2013 JEFFERSON ST.,99991231,10319,19040104,104585,10319_20201231
78648,NM,20201231,60827,71986,TEXAS,11114.0,CITIZENS STB OF LULING,LULING,200 S. MAGNOLIA AVE.,99991231,10327,19140102,60872,10327_20201231
75152,NM,20201231,88897,98613,TEXAS,9033.0,COMMERCIAL STATE BANK,PALMER,INTERSTATE HWY 45 &JEFFERSON,99991231,10330,19300301,89580,10330_20201231
75225,NM,20201231,543724,638954,TEXAS,63457.0,OAKWOOD BANK,DALLAS,8411 PRESTON RD.  SUITE 106,99991231,10334,19000101,575498,10334_20201231
78154,NM,20201231,452603,528001,TEXAS,58299.0,SCHERTZ BANK&TRUST,SCHERTZ,519 MAIN ST.,99991231,10344,19130813,469702,10344_20201231
77371,NM,20201231,131219,145198,TEXAS,13560.0,PEOPLES STATE BANK,SHEPHERD,5850 HWY. 59 S.,99991231,10345,19210921,131638,10345_20201231
79227,SM,20201231,41064,45747,TEXAS,4411.0,CROWELL STATE BANK,CROWELL,100 E COMMERCE ST,99991231,10352,19311228,41336,10352_20201231
79042,NM,20201231,4774613,5636821,TEXAS,760113.0,HAPPY STATE BANK,HAPPY,100 E. MAIN ST.,20220401,10359,19080101,4876708,10359_20201231
23181,NM,20201231,1773644,2053306,VIRGINIA,218147.0,CITIZENS&FARMERS BANK,WEST POINT,415 14TH ST.,99991231,10363,19270201,1834493,10363_20201231
54414,NM,20201231,99962,113360,WISCONSIN,13199.0,BANNER BANKS,BIRNAMWOOD,416 MAIN ST.,99991231,10374,19000101,100161,10374_20201231
53574,NM,20201231,293785,363169,WISCONSIN,40820.0,BANK OF NEW GLARUS,NEW GLARUS,501 1ST ST.,99991231,10378,18931030,322349,10378_20201231
53070,NM,20201231,259298,303261,WISCONSIN,35542.0,OOSTBURG STATE BANK,OOSTBURG,905 CTR. AVE.,99991231,10380,19080301,267719,10380_20201231
54143,NM,20201231,147347,172523,WISCONSIN,18192.0,FARMERS&MERCHANTS BANK&TRUST,MARINETTE,1644 LUDINGTON ST.,99991231,10382,19021202,154331,10382_20201231
54601,SM,20201231,374880,457300,WISCONSIN,43072.0,STATE BANK FINANCIAL,LA CROSSE,401 MAIN ST.,99991231,10383,18580726,414228,10383_20201231
54622,NM,20201231,279896,315836,WISCONSIN,34799.0,WAUMANDEE STATE BANK,WAUMANDEE,S2021 COUNTY RD. U,99991231,10384,19140101,281037,10384_20201231
80723,NM,20201231,93231,116483,COLORADO,21826.0,FARMERS STATE BANK OF BRUSH,BRUSH,200 CLAYTON ST.,99991231,10407,19151009,94657,10407_20201231
61743,NM,20201231,210685,245613,ILLINOIS,28004.0,STATE BANK OF GRAYMONT,GRAYMONT,204 MAIN ST,99991231,10434,19130101,217609,10434_20201231
62970,NM,20201231,53152,64705,ILLINOIS,7260.0,FIRST STATE BANK OF OLMSTED,OLMSTED,185 N. FRONT ST.,99991231,10437,19211107,57445,10437_20201231
61471,NM,20201231,184117,207876,ILLINOIS,22883.0,RARITAN STATE BANK,RARITAN,106 E. MAIN ST.,99991231,10438,19200101,184993,10438_20201231
62282,NM,20201231,91902,102000,ILLINOIS,9180.0,VILLAGE BANK,SAINT LIBORY,856 SPARTA ST.,99991231,10439,19200101,92820,10439_20201231
60957,NM,20201231,143981,160832,ILLINOIS,16441.0,FREDERICK COMMUNITY BANK THE,PAXTON,106 N. MARKET ST.,99991231,10446,19200614,144391,10446_20201231
62353,NM,20201231,94450,105504,ILLINOIS,9675.0,FARMERS STATE BANK&TRUST CO,MOUNT STERLING,129 W. MAIN,99991231,10458,19140601,95829,10458_20201231
62301,NM,20201231,168568,197353,ILLINOIS,24644.0,TOWN&COUNTRY BANK MIDWEST,QUINCY,524 N. 30TH ST.,99991231,10460,19100101,172709,10460_20201231
62666,NM,20201231,34138,40256,ILLINOIS,3585.0,MIDDLETOWN STATE BANK,MIDDLETOWN,6TH &MADISON ST.,99991231,10463,19170605,36671,10463_20201231
60955,NM,20201231,87976,105020,ILLINOIS,12903.0,FEDERATED BANK,ONARGA,107 N CHESTNUT ST,99991231,10464,19180101,92117,10464_20201231
61847,NM,20201231,152422,169124,ILLINOIS,15461.0,GIFFORD STATE BANK,GIFFORD,304 S. MAIN ST.,99991231,10467,18850101,153663,10467_20201231
62433,NM,20201231,38027,46313,ILLINOIS,8260.0,FARMERS&MERCHANTS BK HUTSONV,HUTSONVILLE,108 S MAIN ST,99991231,10469,19201220,38053,10469_20201231
61424,SM,20201231,15081,17652,ILLINOIS,2564.0,CAMP GROVE STATE BANK,CAMP GROVE,26 MAIN ST.,99991231,10471,19020101,15088,10471_20201231
61441,NM,20201231,171437,185693,ILLINOIS,14032.0,IPAVA STATE BANK,IPAVA,70 E. MAIN ST.,99991231,10473,19020911,171661,10473_20201231
61048,NM,20201231,259963,305058,ILLINOIS,37446.0,CITIZENS STATE BANK,LENA,102 W. MAIN ST.,99991231,10474,18800101,267612,10474_20201231
52141,NM,20201231,24719,26530,IOWA,1791.0,ELGIN STATE BANK,ELGIN,241 CTR.,99991231,10489,19301025,24739,10489_20201231
52246,NM,20201231,70770,91529,IOWA,13354.0,FARMERS&MERCHANTS SB,IOWA CITY,2235 MORMON TREK BLVD.,99991231,10492,19010925,78175,10492_20201231
52314,NM,20201231,136642,157258,IOWA,20139.0,MOUNT VERNON BANK&TRUST CO,MOUNT VERNON,206 1ST ST. W.,99991231,10494,18840101,137119,10494_20201231
50583,NM,20201231,137758,157497,IOWA,18419.0,IOWA STATE BANK,SAC CITY,500 AUDUBON ST.,99991231,10497,19260329,139078,10497_20201231
52658,NM,20201231,110181,128680,IOWA,18262.0,FARMERS SAVINGS BANK,WEVER,3542 168TH ST.,99991231,10500,19081009,110418,10500_20201231
67735,SM,20201231,130674,145549,KANSAS,14823.0,BANKWEST OF KANSAS,GOODLAND,922 MAIN ST.,99991231,10502,19290101,130726,10502_20201231
67560,SM,20201231,62742,76277,KANSAS,13419.0,FIRST STATE BANK,NESS CITY,206 N. PENNSYLVANIA AVE.,99991231,10503,19160101,62858,10503_20201231
66067,NM,20201231,156598,175296,KANSAS,15004.0,KANSAS STATE BANK,OTTAWA,236 N. MAIN ST.,99991231,10505,19171120,160292,10505_20201231
40351,NM,20201231,146813,195490,KENTUCKY,14104.0,CITIZENS BANK,MOREHEAD,114 W. MAIN ST.,99991231,10520,19280928,181386,10520_20201231
70526,NM,20201231,348180,400672,LOUISIANA,38865.0,BANK OF COMMERCE&TRUST CO,CROWLEY,326 N. AVE. G,99991231,10523,19260101,361807,10523_20201231
71457,NM,20201231,139624,157800,LOUISIANA,17828.0,EXCHANGE B&T NATCHITOCHES LA,NATCHITOCHES,700 FRONT ST.,99991231,10528,18920928,139972,10528_20201231
71295,NM,20201231,174035,195036,LOUISIANA,20257.0,CITIZENS PROGRESSIVE BANK,WINNSBORO,3540 FRONT ST.,99991231,10531,19180101,174779,10531_20201231
71343,NM,20201231,199784,222049,LOUISIANA,21753.0,CLB THE COMMUNITY BANK,JONESVILLE,301 MOUND ST.,99991231,10532,19071005,200296,10532_20201231
71295,NM,20201231,215235,258476,LOUISIANA,24677.0,WINNSBORO STATE B&T CO,WINNSBORO,3875  FRONT ST.,99991231,10533,19020902,233799,10533_20201231
56042,NM,20201231,144508,170489,MINNESOTA,22942.0,FARMERS STB OF HARTLAND,HARTLAND,601 N. BROADWAY,99991231,10561,19120219,147547,10561_20201231
56273,NM,20201231,38261,40916,MINNESOTA,2505.0,UNITED MINNESOTA BANK,NEW LONDON,105 CENTRAL AVE.,99991231,10567,18900505,38411,10567_20201231
56569,SB,20201231,185717,208562,MINNESOTA,21287.0,COMMUNITY DEVELOPMENT BK FSB,OGEMA,516 MAIN ST.,99991231,10568,19060106,187275,10568_20201231
56111,NM,20201231,43907,48582,MINNESOTA,4587.0,FARMERS&MERCHANTS STB ALPHA,ALPHA,210 N. MAIN ST.,99991231,10571,19110801,43994,10571_20201231
55939,NM,20201231,95516,115194,MINNESOTA,9380.0,FIRST SOUTHEAST BANK,HARMONY,3 MAIN AVE N,99991231,10576,18930315,105814,10576_20201231
56178,NM,20201231,26943,29395,MINNESOTA,2397.0,CITIZENS STB OF TYLER INC,TYLER,111 N. TYLER ST,20220528,10582,19170528,26998,10582_20201231
38635,NM,20201231,109713,125491,MISSISSIPPI,14728.0,FIRST STATE BANK,HOLLY SPRINGS,146 W COLLEGE AVE.,20210901,10588,19160701,110763,10588_20201231
39653,NM,20201231,157234,177187,MISSISSIPPI,18962.0,BANK OF FRANKLIN,MEADVILLE,9 MAIN ST.,99991231,10594,19120112,158225,10594_20201231
64730,NM,20201231,195185,212877,MISSOURI,17296.0,COMMUNITY FIRST BANK,BUTLER,915 W. FORT SCOTT ST.,99991231,10595,19320101,195581,10595_20201231
64077,NM,20201231,37093,41154,MISSOURI,4009.0,BANK OF ORRICK,ORRICK,113 E. S. FRONT ST.,99991231,10597,19020702,37145,10597_20201231
63660,NM,20201231,345949,377187,MISSOURI,30346.0,UNICO BANK,MINERAL POINT,625 VETERANS DR.,99991231,10608,19010101,346841,10608_20201231
64424,NM,20201231,550346,657572,MISSOURI,86152.0,BTC BANK,BETHANY,3606 MILLER ST.,99991231,10618,19190919,571420,10618_20201231
65101,NM,20201231,1385629,1724992,MISSOURI,178941.0,HAWTHORN BANK,JEFFERSON CITY,132 E. HIGH ST.,99991231,10619,19110101,1546051,10619_20201231
64020,NM,20201231,106449,116935,MISSOURI,10088.0,STATE BANK OF MISSOURI,CONCORDIA,101 N.W. 2ND ST.,99991231,10623,18840728,106847,10623_20201231
63558,NM,20201231,28885,33489,MISSOURI,4486.0,BANK OF NEW CAMBRIA,NEW CAMBRIA,200 S. MAIN ST.,99991231,10626,19330318,29003,10626_20201231
64676,NM,20201231,118279,129191,MISSOURI,10782.0,PREFERRED BANK,ROTHVILLE,205 MAIN ST,99991231,10628,19040108,118409,10628_20201231
68508,NM,20201231,5368901,6315152,NEBRASKA,641115.0,PINNACLE BANK,LINCOLN,1401 N ST.,99991231,10634,18800101,5674037,10634_20201231
68441,NM,20201231,13044,14335,NEBRASKA,1266.0,BANK OF STEINAUER,STEINAUER,215 MAIN ST,99991231,10635,18880628,13069,10635_20201231
69022,NM,20201231,96511,113644,NEBRASKA,11783.0,FIRST CENTRAL BANK,CAMBRIDGE,623 PATTERSON ST,99991231,10637,19070615,101861,10637_20201231
69138,NM,20201231,187225,216772,NEBRASKA,28107.0,FLATWATER BANK,GOTHENBURG,900 LAKE AVE,99991231,10639,19020501,188665,10639_20201231
68448,NM,20201231,102267,118620,NEBRASKA,10217.0,TRI VALLEY BANK,TALMAGE,223 MAIN ST,99991231,10641,18840901,108403,10641_20201231
68132,NM,20201231,304321,370401,NEBRASKA,35463.0,DUNDEE BANK,OMAHA,5015 UNDERWOOD AVE.,99991231,10643,19150205,334937,10643_20201231
68415,NM,20201231,28566,31200,NEBRASKA,2580.0,STATE BANK OF ODELL,ODELL,111 MAIN ST.,99991231,10644,19070101,28620,10644_20201231
68349,SM,20201231,48232,54805,NEBRASKA,5749.0,AMERICAN EXCHANGE BANK,ELMWOOD,151 N. 4TH ST.,99991231,10647,18890713,49056,10647_20201231
44003,SM,20201231,456286,526749,OHIO,48608.0,ANDOVER BANK,ANDOVER,19 PUBLIC SQ.,99991231,10663,18841101,478141,10663_20201231
74008,SM,20201231,1325457,1452171,OKLAHOMA,117726.0,MABREY BANK,BIXBY,14821 S. MEMORIAL,99991231,10667,19240126,1334445,10667_20201231
74070,NM,20201231,114100,129430,OKLAHOMA,14515.0,EXCHANGE BANK,SKIATOOK,300 W. ROGERS,99991231,10672,19300601,114915,10672_20201231
73048,NM,20201231,112886,130788,OKLAHOMA,15274.0,BANK OF HYDRO,HYDRO,146 W. MAIN ST.,99991231,10674,19031001,115514,10674_20201231
17038,NM,20201231,648243,750757,PENNSYLVANIA,62361.0,JONESTOWN B&T JONESTOWN PA,JONESTOWN,2 W MARKET ST,99991231,10677,18730101,688396,10677_20201231
17756,NM,20201231,454683,531168,PENNSYLVANIA,53474.0,MUNCY BANK&TRUST CO,MUNCY,2  N MAIN ST.,99991231,10678,18931101,477694,10678_20201231
17844,NM,20201231,410376,507965,PENNSYLVANIA,49697.0,MIFFLINBURG BANK&TRUST CO,MIFFLINBURG,250 E. CHESTNUT ST.,99991231,10685,18720101,458268,10685_20201231
37381,NM,20201231,358497,404728,TENNESSEE,36381.0,SIMPLYBANK,SPRING CITY,369 FRONT ST.,99991231,10693,18900101,368347,10693_20201231
79602,SM,20201231,38717,42536,TEXAS,3792.0,FIRST STATE BANK,ABILENE,2118 S. TREADAWAY BLVD.,99991231,10704,19030603,38743,10704_20201231
77995,NM,20201231,252694,283982,TEXAS,29657.0,CROSSROADS BANK,YOAKUM,406 W. GRAND AVE.,99991231,10709,19310101,254325,10709_20201231
77964,NM,20201231,257091,306595,TEXAS,36776.0,PEOPLES STB OF HALLETTSVILLE,HALLETTSVILLE,116 E. 3RD ST.,99991231,10719,19290118,269819,10719_20201231
54747,NM,20201231,69463,80314,WISCONSIN,6930.0,INDEPENDENCE STATE BANK,INDEPENDENCE,23942 SENTY DR.,99991231,10741,18970101,73384,10741_20201231
61348,SM,20201231,103631,143278,ILLINOIS,22099.0,ILLINI STATE BANK,OGLESBY,301 S. COLUMBIA AVE.,99991231,10788,19140214,121179,10788_20201231
61089,NM,20201231,182737,258206,ILLINOIS,37618.0,COMMUNITY BANK,WINSLOW,233 CARVER ST.,99991231,10791,19151015,220587,10791_20201231
62916,NM,20201231,115224,135735,ILLINOIS,14904.0,FIRST STB OF CAMPBELL HILL,CAMPBELL HILL,114 W. FRONT ST.,99991231,10799,19210101,120831,10799_20201231
61840,NM,20201231,22538,25552,ILLINOIS,2975.0,DEWEY BANK,DEWEY,2994 COUNTY RD. 900 E.,99991231,10803,19020101,22577,10803_20201231
62832,SM,20201231,98060,128485,ILLINOIS,18946.0,DU QUOIN STATE BANK,DU QUOIN,15 E. MAIN ST.,99991231,10804,19150417,109539,10804_20201231
61374,NM,20201231,38113,43269,ILLINOIS,4691.0,FIRST STATE BANK OF VAN ORIN,VAN ORIN,27875 2600 E ST.,99991231,10809,19191226,38578,10809_20201231
62941,NM,20201231,19946,21744,ILLINOIS,701.0,GRAND RIVERS COMMUNITY BANK,GRAND CHAIN,260 S MAIN ST,99991231,10816,19020101,21043,10816_20201231
61440,NM,20201231,45959,54621,ILLINOIS,8408.0,STATE BANK OF INDUSTRY,INDUSTRY,101 W. MAIN ST.,99991231,10820,19010325,46213,10820_20201231
62858,NM,20201231,78861,95607,ILLINOIS,12177.0,CLAY COUNTY STATE BANK,LOUISVILLE,111 N. CHURCH ST.,99991231,10821,19050913,83430,10821_20201231
62901,NM,20201231,226243,266204,ILLINOIS,34342.0,BANK OF CARBONDALE,CARBONDALE,216 E. MAIN ST.,20220701,10828,19190404,231862,10828_20201231
62691,NM,20201231,177769,229658,ILLINOIS,29764.0,PETEFISH SKILES&CO,VIRGINIA,102 W. BEARDSTOWN ST.,99991231,10829,18700101,199894,10829_20201231
60970,SM,20201231,238077,281595,ILLINOIS,42536.0,FIRST T&SB OF WATSEKA IL,WATSEKA,120 E. WALNUT ST.,99991231,10831,19090628,239059,10831_20201231
60920,NM,20201231,19702,22200,ILLINOIS,2460.0,CAMPUS STATE BANK,CAMPUS,206 CTR. ST,99991231,10840,18990101,19740,10840_20201231
60921,NM,20201231,31308,40142,ILLINOIS,3970.0,CITIZENS BANK OF CHATSWORTH,CHATSWORTH,502 E LOCUST ST,99991231,10843,19031207,36172,10843_20201231
62233,N,20201231,213974,249677,ILLINOIS,30627.0,BUENA VISTA NATIONAL BANK,CHESTER,1309 SWANWICK ST.,99991231,10844,19050101,219050,10844_20201231
62824,NM,20201231,149787,170826,ILLINOIS,16119.0,CLAY CITY BANKING CO,CLAY CITY,331 S. MAIN ST.,99991231,10845,18920705,154707,10845_20201231
61415,NM,20201231,217547,255314,ILLINOIS,27246.0,TOMPKINS STATE BANK,AVON,117 N. MAIN ST.,99991231,10849,19130101,228068,10849_20201231
62612,NM,20201231,175158,205813,ILLINOIS,22031.0,WEST CENTRAL BANK,ASHLAND,400 E BUCHANAN ST,99991231,10853,19330612,183783,10853_20201231
61813,NM,20201231,98297,115317,ILLINOIS,12654.0,STATE BANK OF BEMENT,BEMENT,180 E. BODMAN ST.,99991231,10855,19140117,102663,10855_20201231
61467,NM,20201231,80612,95742,ILLINOIS,15075.0,ANDERSON STATE BANK,ONEIDA,111 W. HWY. ST.,99991231,10858,19170217,80667,10858_20201231
62274,NM,20201231,133104,150443,ILLINOIS,16643.0,MURPHY-WALL STATE B&T CO,PINCKNEYVILLE,105 E. WATER ST.,99991231,10860,18741101,133799,10860_20201231
62414,NM,20201231,73448,85274,ILLINOIS,11587.0,FIRST STB OF BEECHER CITY,BEECHER CITY,101 S. CHARLES ST.,99991231,10871,19100101,73687,10871_20201231
62630,NM,20201231,17130,19059,ILLINOIS,1921.0,CHESTERFIELD STATE BANK,CHESTERFIELD,25 S MAIN ST,99991231,10872,18980921,17138,10872_20201231
60556,NM,20201231,38992,60980,ILLINOIS,6793.0,WATERMAN STATE BANK,WATERMAN,248 W. LINCOLN ST.,99991231,10878,19080825,54187,10878_20201231
61759,NM,20201231,170471,208126,ILLINOIS,24386.0,FIRST FARMERS STATE BANK,MINIER,101 S. MAIN ST.,20210401,10879,18750101,183740,10879_20201231
62621,NM,20201231,51054,63454,ILLINOIS,8363.0,BANK OF BLUFFS,BLUFFS,115 N. BLUFFS ST.,99991231,10883,18930803,55091,10883_20201231
62518,NM,20201231,16346,18235,ILLINOIS,1849.0,BANK OF CHESTNUT,CHESTNUT,100 OLIVE ST.,99991231,10885,19020101,16386,10885_20201231
62930,NM,20201231,521080,595880,ILLINOIS,65511.0,LEGENCE BANK,ELDORADO,1108 US HWY. 45,99991231,10886,19060101,530369,10886_20201231
50247,NM,20201231,284885,358241,IOWA,45536.0,CENTRAL STATE BANK,STATE CENTER,109 W. MAIN ST.,99991231,10903,19020101,312705,10903_20201231
66006,NM,20201231,81005,91360,KANSAS,9613.0,BALDWIN STATE BANK,BALDWIN CITY,721 HIGH ST.,99991231,10906,18920829,81747,10906_20201231
67420,NM,20201231,266823,329515,KANSAS,42073.0,GUARANTY STATE BANK&TRUST CO,BELOIT,201 S. MILL ST.,99991231,10907,19220123,287442,10907_20201231
66223,NM,20201231,135455,155749,KANSAS,20265.0,STANLEY BANK,OVERLAND PARK,7835  W. 151ST ST.,20210701,10916,19050101,135484,10916_20201231
